Sales Person,Country,Product,Date,Amount,Boxes Shipped,Sales_Category
Karlen McCaffrey,USA,Eclairs,15/08/2023,991.46,133,Low
Karlen McCaffrey,Canada,Fruit & Nut Bars,02/06/2023,213.45,17,Low
Gunar Cockshoot,USA,85% Dark Bars,30/06/2023,7586.38,131,High
Dotty Strutley,New Zealand,Raspberry Choco,10/02/2023,6192.19,99,High
Marney O'Breen,Canada,Caramel Stuffed Bars,23/02/2023,1510.58,602,Low
Dennison Crosswaite,India,Organic Choco Syrup,27/01/2023,8693.31,209,High
Camilla Castle,UK,Mint Chip Choco,26/05/2023,5509.77,307,High
Brien Boise,USA,70% Dark Bites,14/04/2023,1863.2,22,Low
Madelene Upcott,Australia,99% Dark & Pure,01/08/2023,4822.5,159,Low
Mallorie Waber,Australia,Eclairs,22/08/2023,10856.55,229,High
Marney O'Breen,India,99% Dark & Pure,22/07/2023,11252.11,159,High
Husein Augar,USA,Fruit & Nut Bars,28/04/2023,1387.72,27,Low
Kelci Walkden,Australia,Almond Choco,30/05/2023,5509.22,341,High
Ches Bonnell,USA,Milk Bars,21/07/2023,2444.25,155,Low
Jan Morforth,UK,Caramel Stuffed Bars,02/08/2023,3175.62,507,Low
Brien Boise,New Zealand,70% Dark Bites,15/06/2023,7900.42,143,High
Oby Sorrel,India,85% Dark Bars,05/07/2023,9072.46,142,High
Kaine Padly,New Zealand,Smooth Sliky Salty,12/04/2023,8.06,513,Low
Gigi Bohling,Australia,70% Dark Bites,18/08/2023,1548.54,104,Low
Jan Morforth,UK,50% Dark Bites,12/01/2023,5501.67,298,High
Gunar Cockshoot,Canada,White Choc,11/08/2023,7685.42,15,High
Jehu Rudeforth,Australia,Spicy Special Slims,13/01/2023,5147.77,402,High
Husein Augar,UK,Baker's Choco Chips,29/04/2023,3070.43,143,Low
Rafaelita Blaksland,New Zealand,After Nines,07/07/2023,1127.5,88,Low
Madelene Upcott,New Zealand,Mint Chip Choco,11/03/2023,8502.77,4,High
Madelene Upcott,UK,70% Dark Bites,16/02/2023,5961.02,241,High
Barr Faughny,Australia,Organic Choco Syrup,07/01/2023,2478.33,33,Low
Beverie Moffet,New Zealand,Drinking Coco,12/01/2023,1269.56,497,Low
Beverie Moffet,India,Eclairs,09/06/2023,11130.52,144,High
Andria Kimpton,India,Eclairs,16/05/2023,2455.09,83,Low
Gigi Bohling,UK,85% Dark Bars,23/06/2023,12764.94,100,High
Roddy Speechley,UK,Raspberry Choco,28/01/2023,13351.42,198,High
Dotty Strutley,UK,Mint Chip Choco,14/07/2023,2763.22,223,Low
Barr Faughny,Canada,Drinking Coco,18/04/2023,6523.34,245,High
Oby Sorrel,USA,Milk Bars,14/06/2023,1868.25,82,Low
Oby Sorrel,UK,Orange Choco,15/04/2023,8431.83,251,High
Curtice Advani,Canada,Peanut Butter Cubes,19/05/2023,5646.99,64,High
Gigi Bohling,India,White Choc,13/04/2023,1484.67,180,Low
Husein Augar,Canada,Choco Coated Almonds,15/08/2023,3859.95,395,Low
Wilone O'Kielt,India,Choco Coated Almonds,22/08/2023,3237.3,227,Low
Wilone O'Kielt,New Zealand,Baker's Choco Chips,22/04/2023,4072.43,64,Low
Kaine Padly,UK,Choco Coated Almonds,03/08/2023,8054.87,118,High
Dennison Crosswaite,New Zealand,Organic Choco Syrup,04/01/2023,420.3,224,Low
Kelci Walkden,Canada,After Nines,13/01/2023,17073.99,218,High
Van Tuxwell,Australia,Baker's Choco Chips,11/05/2023,13624.31,33,High
Husein Augar,New Zealand,Peanut Butter Cubes,16/02/2023,2318.46,235,Low
Kaine Padly,UK,Caramel Stuffed Bars,20/05/2023,10740.05,67,High
Jehu Rudeforth,UK,Drinking Coco,03/02/2023,7624.67,422,High
Beverie Moffet,India,Manuka Honey Choco,06/05/2023,10168.32,159,High
Gunar Cockshoot,UK,Choco Coated Almonds,30/06/2023,6635.15,141,High
Gunar Cockshoot,UK,Smooth Sliky Salty,22/03/2023,860.12,158,Low
Camilla Castle,Canada,Orange Choco,17/02/2023,8671.21,52,High
Jehu Rudeforth,UK,85% Dark Bars,07/07/2023,5534.11,63,High
Oby Sorrel,UK,70% Dark Bites,16/03/2023,6800.26,187,High
Kelci Walkden,UK,99% Dark & Pure,12/08/2023,3927.83,123,Low
Gigi Bohling,New Zealand,After Nines,21/01/2023,5833.8,196,High
Oby Sorrel,Australia,50% Dark Bites,06/05/2023,733.08,147,Low
Oby Sorrel,Canada,50% Dark Bites,24/06/2023,7164.51,140,High
Barr Faughny,USA,White Choc,05/05/2023,7900.52,175,High
Rafaelita Blaksland,New Zealand,99% Dark & Pure,25/03/2023,3550.76,85,Low
Curtice Advani,Australia,Caramel Stuffed Bars,14/02/2023,10281.51,136,High
Curtice Advani,New Zealand,85% Dark Bars,12/05/2023,5936.81,180,High
Barr Faughny,New Zealand,Smooth Sliky Salty,25/01/2023,4552.15,172,Low
Ches Bonnell,UK,85% Dark Bars,28/06/2023,15944.86,11,High
Dennison Crosswaite,Australia,Drinking Coco,13/07/2023,7722.58,188,High
Roddy Speechley,USA,Milk Bars,16/05/2023,3105.38,268,Low
Jan Morforth,India,After Nines,14/03/2023,6994.35,179,High
Gunar Cockshoot,USA,After Nines,15/08/2023,4264.49,252,Low
Ches Bonnell,India,Orange Choco,16/02/2023,1215.3,271,Low
Mallorie Waber,UK,Manuka Honey Choco,15/06/2023,8519.37,45,High
Barr Faughny,Australia,Raspberry Choco,27/05/2023,9810.95,105,High
Wilone O'Kielt,USA,Drinking Coco,14/06/2023,1065.63,107,Low
Wilone O'Kielt,India,Eclairs,25/02/2023,3894.68,80,Low
Wilone O'Kielt,India,After Nines,04/08/2023,12194.27,252,High
Kelci Walkden,India,99% Dark & Pure,28/06/2023,2455.13,236,Low
Gunar Cockshoot,Canada,Spicy Special Slims,05/04/2023,14887.76,12,High
Madelene Upcott,Canada,Peanut Butter Cubes,05/07/2023,15276.46,121,High
Kaine Padly,New Zealand,Eclairs,20/01/2023,13520.48,47,High
Ches Bonnell,New Zealand,Drinking Coco,16/02/2023,9195.53,127,High
Curtice Advani,UK,Drinking Coco,12/07/2023,460.98,182,Low
Kelci Walkden,India,Raspberry Choco,16/06/2023,8216.56,257,High
Dotty Strutley,Australia,Choco Coated Almonds,13/04/2023,1863.54,277,Low
Kaine Padly,UK,50% Dark Bites,21/02/2023,3283.0,72,Low
Roddy Speechley,Canada,Choco Coated Almonds,11/05/2023,5967.18,247,High
Ches Bonnell,India,50% Dark Bites,15/04/2023,12083.5,334,High
Oby Sorrel,Canada,Peanut Butter Cubes,07/06/2023,12397.06,179,High
Oby Sorrel,UK,White Choc,27/06/2023,1746.01,280,Low
Barr Faughny,India,After Nines,29/07/2023,9021.65,104,High
Wilone O'Kielt,Canada,Smooth Sliky Salty,02/06/2023,5263.45,165,High
Rafaelita Blaksland,India,Mint Chip Choco,26/01/2023,15473.0,91,High
Rafaelita Blaksland,Canada,99% Dark & Pure,02/03/2023,5566.57,140,High
Van Tuxwell,Australia,70% Dark Bites,10/01/2023,8111.43,111,High
Beverie Moffet,USA,70% Dark Bites,27/06/2023,2341.8,117,Low
Barr Faughny,Canada,Orange Choco,30/06/2023,8650.42,19,High
Roddy Speechley,Australia,85% Dark Bars,08/07/2023,4444.72,77,Low
Oby Sorrel,India,Spicy Special Slims,08/06/2023,12531.37,86,High
Jan Morforth,UK,Manuka Honey Choco,18/08/2023,3558.89,231,Low
Kaine Padly,Australia,After Nines,08/04/2023,7889.9,300,High
Wilone O'Kielt,Canada,Fruit & Nut Bars,08/08/2023,3589.18,176,Low
Wilone O'Kielt,UK,Milk Bars,26/08/2023,305.39,62,Low
Oby Sorrel,Canada,Fruit & Nut Bars,14/01/2023,1896.64,161,Low
Dennison Crosswaite,USA,Baker's Choco Chips,11/08/2023,18494.72,298,High
Madelene Upcott,USA,Almond Choco,31/05/2023,11103.47,24,High
Van Tuxwell,New Zealand,50% Dark Bites,11/07/2023,4162.28,11,Low
Karlen McCaffrey,Canada,Caramel Stuffed Bars,02/03/2023,3357.3,308,Low
Madelene Upcott,Australia,Raspberry Choco,13/07/2023,7033.52,94,High
Rafaelita Blaksland,UK,Spicy Special Slims,03/08/2023,9896.8,143,High
Curtice Advani,UK,Peanut Butter Cubes,01/03/2023,15653.44,175,High
Kelci Walkden,New Zealand,White Choc,13/04/2023,7899.31,148,High
Beverie Moffet,Canada,Fruit & Nut Bars,14/02/2023,10644.74,172,High
Mallorie Waber,India,White Choc,26/07/2023,872.83,224,Low
Brien Boise,UK,Drinking Coco,27/01/2023,6337.94,128,High
Jehu Rudeforth,India,Peanut Butter Cubes,14/04/2023,31.15,451,Low
Oby Sorrel,USA,Almond Choco,19/05/2023,7107.55,142,High
Husein Augar,India,Eclairs,09/02/2023,5465.85,56,High
Brien Boise,UK,Spicy Special Slims,25/05/2023,2462.14,60,Low
Oby Sorrel,Australia,Manuka Honey Choco,26/01/2023,4194.44,80,Low
Beverie Moffet,India,White Choc,04/07/2023,1994.44,299,Low
Ches Bonnell,India,Almond Choco,13/04/2023,12124.05,80,High
Gigi Bohling,Australia,Smooth Sliky Salty,25/01/2023,5884.09,117,High
Camilla Castle,USA,85% Dark Bars,25/04/2023,2639.16,80,Low
Camilla Castle,USA,Eclairs,10/06/2023,5031.4,401,High
Madelene Upcott,New Zealand,White Choc,22/08/2023,11510.71,56,High
Van Tuxwell,India,After Nines,27/06/2023,15021.98,211,High
Husein Augar,India,Orange Choco,30/06/2023,4517.19,40,Low
Jehu Rudeforth,India,Almond Choco,30/08/2023,10778.53,99,High
Karlen McCaffrey,Australia,Raspberry Choco,23/08/2023,1145.72,60,Low
Camilla Castle,New Zealand,99% Dark & Pure,26/08/2023,2518.5,45,Low
Gigi Bohling,Australia,Orange Choco,09/03/2023,596.63,158,Low
Kelci Walkden,UK,Drinking Coco,20/04/2023,1858.71,24,Low
Mallorie Waber,Canada,Caramel Stuffed Bars,10/06/2023,5194.28,547,High
Husein Augar,Australia,Organic Choco Syrup,08/02/2023,960.69,155,Low
Brien Boise,Australia,White Choc,25/08/2023,5347.12,23,High
Dotty Strutley,India,Peanut Butter Cubes,16/02/2023,9805.11,76,High
Dennison Crosswaite,UK,99% Dark & Pure,30/05/2023,13205.42,26,High
Gigi Bohling,New Zealand,50% Dark Bites,29/06/2023,5929.2,65,High
Gigi Bohling,USA,Milk Bars,16/06/2023,516.92,141,Low
Brien Boise,UK,Caramel Stuffed Bars,04/03/2023,2882.76,145,Low
Curtice Advani,New Zealand,Peanut Butter Cubes,15/03/2023,1637.72,454,Low
Curtice Advani,New Zealand,50% Dark Bites,27/01/2023,10791.46,88,High
Beverie Moffet,Canada,Drinking Coco,05/07/2023,1093.46,115,Low
Barr Faughny,USA,Caramel Stuffed Bars,29/03/2023,3407.61,316,Low
Mallorie Waber,Canada,Almond Choco,12/05/2023,4753.93,37,Low
Oby Sorrel,USA,Drinking Coco,11/03/2023,8280.62,47,High
Brien Boise,New Zealand,Eclairs,11/07/2023,4981.78,299,Low
Gunar Cockshoot,New Zealand,Choco Coated Almonds,01/08/2023,13998.33,60,High
Gunar Cockshoot,UK,Spicy Special Slims,16/02/2023,13105.65,199,High
Curtice Advani,USA,After Nines,13/04/2023,15728.81,256,High
Oby Sorrel,India,Choco Coated Almonds,14/02/2023,53.85,399,Low
Ches Bonnell,Australia,Peanut Butter Cubes,14/03/2023,10857.23,73,High
Oby Sorrel,Australia,Spicy Special Slims,26/04/2023,12412.53,25,High
Jehu Rudeforth,Canada,Manuka Honey Choco,05/04/2023,3669.15,209,Low
Camilla Castle,Canada,Drinking Coco,03/03/2023,13555.26,279,High
Kaine Padly,USA,Spicy Special Slims,13/06/2023,2333.84,171,Low
Marney O'Breen,New Zealand,70% Dark Bites,14/02/2023,8973.05,360,High
Roddy Speechley,New Zealand,99% Dark & Pure,18/04/2023,8610.38,188,High
Oby Sorrel,New Zealand,85% Dark Bars,01/02/2023,3432.3,452,Low
Dotty Strutley,New Zealand,Orange Choco,04/08/2023,2283.39,155,Low
Andria Kimpton,New Zealand,Almond Choco,05/04/2023,7190.49,165,High
Karlen McCaffrey,Australia,99% Dark & Pure,26/01/2023,11303.07,166,High
Kaine Padly,UK,After Nines,21/01/2023,18911.49,171,High
Kaine Padly,Canada,After Nines,22/08/2023,6233.02,178,High
Kaine Padly,UK,Drinking Coco,27/01/2023,2334.5,233,Low
Rafaelita Blaksland,UK,50% Dark Bites,16/02/2023,11099.73,73,High
Dotty Strutley,USA,Raspberry Choco,03/01/2023,3590.55,47,Low
Karlen McCaffrey,USA,White Choc,24/08/2023,5209.4,2,High
Oby Sorrel,USA,Spicy Special Slims,07/02/2023,6315.14,398,High
Mallorie Waber,Australia,Smooth Sliky Salty,11/02/2023,4454.71,117,Low
Kaine Padly,Canada,Organic Choco Syrup,29/03/2023,6078.71,78,High
Marney O'Breen,USA,Peanut Butter Cubes,15/06/2023,695.96,363,Low
Dennison Crosswaite,UK,Smooth Sliky Salty,26/04/2023,563.76,151,Low
Brien Boise,Australia,Organic Choco Syrup,15/07/2023,4479.69,261,Low
Beverie Moffet,India,Organic Choco Syrup,23/06/2023,1093.72,22,Low
Dennison Crosswaite,Australia,Baker's Choco Chips,11/01/2023,15870.43,449,High
Beverie Moffet,UK,50% Dark Bites,09/02/2023,2529.82,297,Low
Van Tuxwell,UK,Almond Choco,06/06/2023,11258.39,217,High
Dotty Strutley,UK,Caramel Stuffed Bars,10/08/2023,6180.45,230,High
Wilone O'Kielt,Australia,Smooth Sliky Salty,04/01/2023,2496.06,45,Low
Andria Kimpton,Canada,70% Dark Bites,08/04/2023,10964.29,16,High
Barr Faughny,UK,Milk Bars,02/03/2023,4012.51,409,Low
Van Tuxwell,Canada,Drinking Coco,15/06/2023,4919.25,746,Low
Jehu Rudeforth,Australia,After Nines,14/02/2023,5602.02,51,High
Husein Augar,UK,After Nines,05/07/2023,3563.87,372,Low
Barr Faughny,India,Mint Chip Choco,12/01/2023,8313.09,493,High
Curtice Advani,India,Mint Chip Choco,03/03/2023,8447.48,96,High
Jehu Rudeforth,New Zealand,Milk Bars,18/05/2023,2646.23,198,Low
Gunar Cockshoot,India,Caramel Stuffed Bars,28/07/2023,2706.83,198,Low
Curtice Advani,UK,Manuka Honey Choco,07/02/2023,1710.48,108,Low
Andria Kimpton,India,Orange Choco,30/05/2023,318.19,417,Low
Mallorie Waber,Australia,Raspberry Choco,25/04/2023,9479.65,26,High
Beverie Moffet,Canada,85% Dark Bars,16/02/2023,6393.2,44,High
Kelci Walkden,Australia,Drinking Coco,04/05/2023,1355.65,60,Low
Van Tuxwell,Canada,70% Dark Bites,02/06/2023,7911.23,74,High
Dennison Crosswaite,USA,Caramel Stuffed Bars,11/07/2023,2583.03,501,Low
Beverie Moffet,New Zealand,Spicy Special Slims,07/06/2023,66.13,65,Low
Jan Morforth,UK,Almond Choco,06/07/2023,10668.69,150,High
Husein Augar,India,Raspberry Choco,15/06/2023,10994.3,152,High
Dotty Strutley,India,Mint Chip Choco,14/04/2023,1259.61,227,Low
Camilla Castle,India,Drinking Coco,08/08/2023,492.13,164,Low
Marney O'Breen,UK,Drinking Coco,29/03/2023,1016.77,28,Low
Roddy Speechley,Australia,Organic Choco Syrup,04/07/2023,4111.42,81,Low
Ches Bonnell,India,99% Dark & Pure,16/02/2023,503.97,105,Low
Rafaelita Blaksland,Canada,Spicy Special Slims,02/05/2023,2883.71,163,Low
Van Tuxwell,India,Eclairs,21/07/2023,11861.89,105,High
Gunar Cockshoot,Australia,99% Dark & Pure,18/08/2023,8564.73,237,High
Kaine Padly,USA,85% Dark Bars,22/06/2023,538.03,271,Low
Camilla Castle,UK,Peanut Butter Cubes,19/07/2023,5231.88,125,High
Madelene Upcott,UK,Peanut Butter Cubes,12/08/2023,7916.13,84,High
Madelene Upcott,USA,Choco Coated Almonds,07/06/2023,6016.32,143,High
Marney O'Breen,Canada,Peanut Butter Cubes,08/03/2023,7504.86,97,High
Ches Bonnell,Australia,Choco Coated Almonds,08/04/2023,1590.98,182,Low
Curtice Advani,Canada,Eclairs,06/05/2023,740.07,205,Low
Roddy Speechley,India,Drinking Coco,31/05/2023,4591.11,11,Low
Van Tuxwell,Australia,Mint Chip Choco,13/01/2023,2686.51,324,Low
Dennison Crosswaite,USA,70% Dark Bites,15/03/2023,735.48,77,Low
Andria Kimpton,Canada,Peanut Butter Cubes,16/02/2023,1160.54,311,Low
Gigi Bohling,USA,70% Dark Bites,14/01/2023,8078.15,189,High
Rafaelita Blaksland,Australia,White Choc,21/03/2023,7467.74,111,High
Roddy Speechley,Canada,Drinking Coco,17/05/2023,7588.41,342,High
Camilla Castle,New Zealand,85% Dark Bars,08/08/2023,15372.54,57,High
Madelene Upcott,Canada,Milk Bars,26/04/2023,3907.5,86,Low
Madelene Upcott,Australia,70% Dark Bites,15/04/2023,3740.76,255,Low
Oby Sorrel,Canada,Eclairs,19/05/2023,6211.75,561,High
Dennison Crosswaite,Canada,Drinking Coco,10/01/2023,2924.46,25,Low
Mallorie Waber,New Zealand,After Nines,04/05/2023,501.79,241,Low
Roddy Speechley,Canada,White Choc,05/04/2023,6594.09,270,High
Andria Kimpton,India,After Nines,17/01/2023,960.68,71,Low
Roddy Speechley,India,Spicy Special Slims,22/03/2023,11370.32,170,High
Dotty Strutley,Australia,White Choc,05/07/2023,6067.94,94,High
Oby Sorrel,Canada,Orange Choco,27/04/2023,8909.75,355,High
Kaine Padly,Canada,Almond Choco,12/08/2023,6865.35,75,High
Jan Morforth,UK,Baker's Choco Chips,11/03/2023,805.23,259,Low
Jehu Rudeforth,UK,Fruit & Nut Bars,13/05/2023,9851.62,221,High
Dennison Crosswaite,USA,Smooth Sliky Salty,12/05/2023,11823.35,90,High
Brien Boise,USA,Raspberry Choco,12/01/2023,683.63,202,Low
Madelene Upcott,New Zealand,Milk Bars,29/03/2023,14002.42,388,High
Roddy Speechley,India,50% Dark Bites,14/03/2023,8744.95,12,High
Barr Faughny,New Zealand,99% Dark & Pure,24/05/2023,9294.14,201,High
Dennison Crosswaite,Canada,Organic Choco Syrup,28/01/2023,8831.89,79,High
Beverie Moffet,India,Almond Choco,24/05/2023,3474.98,104,Low
Brien Boise,Australia,Peanut Butter Cubes,19/08/2023,311.61,204,Low
Karlen McCaffrey,Australia,Spicy Special Slims,17/05/2023,4791.2,335,Low
Jehu Rudeforth,USA,White Choc,07/06/2023,6646.33,117,High
Ches Bonnell,Canada,Organic Choco Syrup,26/07/2023,593.63,229,Low
Dotty Strutley,India,Eclairs,28/07/2023,2345.95,406,Low
Karlen McCaffrey,India,70% Dark Bites,23/05/2023,5083.07,368,High
Jehu Rudeforth,UK,Mint Chip Choco,04/01/2024,6339.57,187,High
Van Tuxwell,India,85% Dark Bars,01/08/2024,9005.87,90,High
Gigi Bohling,India,Peanut Butter Cubes,07/07/2024,5159.07,87,High
Jan Morforth,Australia,Peanut Butter Cubes,27/04/2024,13370.97,349,High
Jehu Rudeforth,UK,Peanut Butter Cubes,24/02/2024,14791.64,182,High
Van Tuxwell,India,Smooth Sliky Salty,06/06/2024,6429.35,40,High
Oby Sorrel,UK,99% Dark & Pure,25/01/2024,15900.6,188,High
Gunar Cockshoot,Australia,After Nines,24/03/2024,3400.26,77,Low
Jehu Rudeforth,New Zealand,50% Dark Bites,20/04/2024,4357.76,63,Low
Brien Boise,Australia,99% Dark & Pure,04/07/2024,3356.17,111,Low
Rafaelita Blaksland,UK,Smooth Sliky Salty,13/01/2024,5287.86,67,High
Barr Faughny,USA,Orange Choco,10/03/2024,4244.36,11,Low
Mallorie Waber,Canada,Eclairs,13/01/2024,1671.64,277,Low
Karlen McCaffrey,New Zealand,Drinking Coco,28/07/2024,181.84,167,Low
Marney O'Breen,New Zealand,Peanut Butter Cubes,03/08/2024,8950.59,189,High
Beverie Moffet,Australia,Organic Choco Syrup,26/01/2024,7271.76,385,High
Van Tuxwell,Canada,Organic Choco Syrup,14/02/2024,4864.83,42,Low
Roddy Speechley,USA,Smooth Sliky Salty,05/04/2024,3175.11,149,Low
Beverie Moffet,Canada,Milk Bars,16/02/2024,10137.79,250,High
Curtice Advani,UK,85% Dark Bars,08/06/2024,1206.95,174,Low
Brien Boise,Australia,Eclairs,27/06/2024,8222.65,92,High
Gunar Cockshoot,USA,Spicy Special Slims,17/02/2024,1440.85,152,Low
Marney O'Breen,USA,After Nines,30/05/2024,5611.65,159,High
Husein Augar,UK,Drinking Coco,14/03/2024,3562.44,111,Low
Kaine Padly,Australia,Eclairs,28/02/2024,8385.26,122,High
Karlen McCaffrey,India,Fruit & Nut Bars,26/01/2024,181.31,330,Low
Roddy Speechley,Canada,Spicy Special Slims,09/02/2024,1800.27,191,Low
Husein Augar,USA,Eclairs,07/07/2024,4449.37,113,Low
Dennison Crosswaite,New Zealand,White Choc,05/07/2024,10113.4,155,High
Dennison Crosswaite,New Zealand,Manuka Honey Choco,15/06/2024,5932.84,303,High
Van Tuxwell,New Zealand,85% Dark Bars,24/05/2024,2006.71,124,Low
Rafaelita Blaksland,UK,99% Dark & Pure,29/06/2024,14086.69,157,High
Wilone O'Kielt,Australia,Manuka Honey Choco,11/05/2024,4799.54,90,Low
Karlen McCaffrey,UK,Almond Choco,30/06/2024,8101.98,138,High
Andria Kimpton,Canada,After Nines,11/05/2024,2321.97,71,Low
Roddy Speechley,USA,Manuka Honey Choco,22/07/2024,10245.0,329,High
Andria Kimpton,UK,50% Dark Bites,24/08/2024,2930.4,344,Low
Kelci Walkden,New Zealand,After Nines,07/07/2024,170.24,75,Low
Camilla Castle,Australia,85% Dark Bars,19/05/2024,4247.49,14,Low
Karlen McCaffrey,India,Manuka Honey Choco,04/07/2024,2696.1,605,Low
Kelci Walkden,USA,After Nines,02/06/2024,1083.76,16,Low
Karlen McCaffrey,USA,Raspberry Choco,15/04/2024,17037.09,347,High
Mallorie Waber,Canada,Choco Coated Almonds,11/07/2024,5706.43,247,High
Andria Kimpton,India,Spicy Special Slims,23/02/2024,6682.34,139,High
Madelene Upcott,Canada,Almond Choco,22/08/2024,8192.6,100,High
Kaine Padly,USA,Peanut Butter Cubes,16/02/2024,7568.16,206,High
Van Tuxwell,USA,50% Dark Bites,13/01/2024,10772.33,156,High
Curtice Advani,Australia,Milk Bars,14/02/2024,7467.12,18,High
Roddy Speechley,India,Eclairs,10/06/2024,4985.9,311,Low
Curtice Advani,India,Fruit & Nut Bars,07/07/2024,5693.6,177,High
Curtice Advani,Canada,Almond Choco,24/03/2024,5879.1,75,High
Brien Boise,Australia,Fruit & Nut Bars,06/06/2024,9771.93,22,High
Dotty Strutley,Australia,Drinking Coco,19/07/2024,105.06,140,Low
Beverie Moffet,USA,Raspberry Choco,19/04/2024,16414.69,80,High
Marney O'Breen,India,85% Dark Bars,19/07/2024,2553.41,183,Low
Jehu Rudeforth,Canada,Drinking Coco,15/07/2024,473.99,25,Low
Ches Bonnell,New Zealand,Spicy Special Slims,14/02/2024,3873.98,19,Low
Brien Boise,Canada,99% Dark & Pure,18/05/2024,17718.25,430,High
Barr Faughny,Australia,Fruit & Nut Bars,30/06/2024,16572.07,57,High
Andria Kimpton,Australia,50% Dark Bites,02/06/2024,5220.19,216,High
Andria Kimpton,Australia,Drinking Coco,28/06/2024,1797.26,49,Low
Marney O'Breen,Australia,Organic Choco Syrup,16/05/2024,295.62,182,Low
Kelci Walkden,Canada,Baker's Choco Chips,26/05/2024,3597.37,288,Low
Karlen McCaffrey,India,Almond Choco,06/07/2024,6580.43,147,High
Oby Sorrel,India,99% Dark & Pure,27/05/2024,12232.97,11,High
Wilone O'Kielt,Australia,Caramel Stuffed Bars,14/04/2024,2243.44,11,Low
Van Tuxwell,Australia,Organic Choco Syrup,10/08/2024,22943.37,14,High
Camilla Castle,India,50% Dark Bites,04/07/2024,10590.61,430,High
Oby Sorrel,India,Organic Choco Syrup,08/07/2024,6468.82,59,High
Jan Morforth,USA,Peanut Butter Cubes,22/07/2024,10463.57,109,High
Gigi Bohling,USA,Choco Coated Almonds,02/03/2024,14154.35,105,High
Gigi Bohling,UK,Almond Choco,10/01/2024,6031.14,9,High
Jehu Rudeforth,New Zealand,White Choc,11/03/2024,3308.4,258,Low
Andria Kimpton,New Zealand,Peanut Butter Cubes,20/06/2024,1119.94,283,Low
Van Tuxwell,UK,Organic Choco Syrup,26/08/2024,2303.39,222,Low
Roddy Speechley,Canada,Milk Bars,13/07/2024,723.37,33,Low
Camilla Castle,USA,Spicy Special Slims,11/02/2024,1413.64,261,Low
Marney O'Breen,USA,Orange Choco,27/01/2024,9001.89,193,High
Van Tuxwell,UK,99% Dark & Pure,31/01/2024,5283.91,136,High
Camilla Castle,USA,White Choc,18/08/2024,10958.51,23,High
Andria Kimpton,USA,Raspberry Choco,30/06/2024,15531.78,22,High
Dotty Strutley,Australia,Fruit & Nut Bars,23/08/2024,317.36,337,Low
Brien Boise,New Zealand,Mint Chip Choco,01/08/2024,71.41,188,Low
Roddy Speechley,New Zealand,After Nines,25/05/2024,9317.33,11,High
Roddy Speechley,Canada,Organic Choco Syrup,10/01/2024,4790.71,86,Low
Dennison Crosswaite,Australia,70% Dark Bites,07/02/2024,6166.8,114,High
Karlen McCaffrey,USA,Orange Choco,12/05/2024,11741.46,433,High
Madelene Upcott,Australia,Spicy Special Slims,07/03/2024,8519.77,443,High
Dennison Crosswaite,Australia,85% Dark Bars,05/04/2024,8278.86,453,High
Andria Kimpton,Canada,Caramel Stuffed Bars,03/01/2024,7560.62,336,High
Dennison Crosswaite,UK,Eclairs,24/03/2024,6702.11,285,High
